model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,32,10.238643646240234,4.5086822509765625,-5.729961395263672,13813,211305,711,158468,200571,147949,175578,185639,77042,前者 | ～。 | ucin | True |  True
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,33,7.381873607635498,4.838835716247559,-2.5430378913879395,4048,140392,29712,8772,85739,16690,242052,15304,59715,是真的 | 理由是 | 陈述 | isseurs | TRUE
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,33,9.289358139038086,5.046426773071289,-4.242931365966797,7444,181316,624,98325,172518,118930,161986,196002,46368,前者 | _True | ettagli | aní | .True
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,34,8.258878707885742,5.59674072265625,-2.662137985229492,640,100184,32893,15535,120949,1367,226238,11926,58824,是真的 | EventType | isseurs | _True | igans
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,34,9.272363662719727,5.928562164306641,-3.343801498413086,280,139944,1249,51053,111767,56991,114683,193610,18627, True |  TRUE | aní | TRUE |  true
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,35,8.239645004272461,6.160445690155029,-2.0791993141174316,558,133594,77597,29894,56279,3782,150608,11705,31298,did | 是真的 | isseurs |  did | Did
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,35,21.56144905090332,13.652165412902832,-7.909283638000488,27,138324,2055,39684,208490,6251,165382,210833,31599, true |  True | True | true | _true
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,36,10.514760971069336,8.330381393432617,-2.1843795776367188,171,120940,30769,11965,73481,980,161347,15710,26389,是真的 | did | Mount |  Mount | -mount
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,36,26.507841110229492,19.118579864501953,-7.389261245727539,18,83761,540,12935,183974,339,198320,220727,71899, true | True |  True | true | _true
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,37,13.038320541381836,9.152917861938477,-3.8854026794433594,99,153503,37598,19552,91054,2595,151803,25982,43155, Mount | 是真的 | Mount | _True | verity
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,37,26.257841110229492,19.870237350463867,-6.387603759765625,13,75967,698,7357,178104,276,168830,177446,40680, true |  True | True | true | 真
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,38,9.258426666259766,6.021058559417725,-3.237368106842041,272,139629,63265,24768,47129,19149,27039,12633,41916, Mount | Mount | <|im_end|> | -mount |  mount
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,38,22.99401092529297,18.211490631103516,-4.782520294189453,4,156153,22279,4339,214495,925,93986,68428,23949,True |  True |  true | true | False
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,39,12.501315116882324,9.37779712677002,-3.1235179901123047,82,55845,27779,27124,10812,8350,396,1840,14001,<|im_end|> | \n\n | \n |  Mount |  Is
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,39,22.88492202758789,20.008926391601562,-2.875995635986328,1,105062,21155,6610,77373,3017,1566,7838,7108,True | False |  True |  False | true
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,0,0.2320583462715149,-0.8952991962432861,-1.127357542514801,101394,91620,116287,13190,45988,65959,18011,63825,143134,\n | \n\n | ® | > | ik
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,0,2.7878875732421875,-2.4712986946105957,-5.259186267852783,157833,30188,110577,23093,144438,84958,549,64107,200636,\n\n | 以下 | a | au | 一个
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,1,2.3026392459869385,0.3767509460449219,-1.9258882999420166,28161,101271,40640,13060,33437,39877,30555,7633,186224,\n | \n\n | ering | ____ | ​
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,1,4.703688144683838,0.6670615077018738,-4.036626636981964,23809,98927,23914,16973,176038,71470,4123,112876,108508,a | ia | ✅ | au | ا
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,2,1.7272149324417114,0.9030711054801941,-0.8241438269615173,22956,143221,46850,11405,29710,18575,13952,5416,111749,\n | ering | ____ | \n\n | ion
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,2,4.861767292022705,1.6701573133468628,-3.1916099786758423,4094,129532,56341,4362,102431,11306,1320,55104,72139,at | \n\n |  \n\n |   \n | ★
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,3,1.7221286296844482,1.211623191833496,-0.5105054378509521,31704,176844,13400,3418,8123,16725,92791,64956,125523,ering | rib | ____ | ik | oo
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,3,4.436046600341797,2.7721986770629883,-1.6638479232788086,1184,99835,91485,4881,141930,7292,3672,42369,86611,as | a |   \n | � |  Histor
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,4,2.9527368545532227,2.8704795837402344,-0.08225727081298828,2481,119837,5232,871,1622,1497,210359,139508,45256,____ | ik | � | orne | 好吗
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,4,3.6258130073547363,2.2457995414733887,-1.3800134658813477,3207,167675,144266,24683,194106,96398,6294,30880,115019,ao | ism | ats | 导 | 均可
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,5,3.462641954421997,3.1400673389434814,-0.3225746154785156,1041,100449,21069,1021,2508,1547,188644,165195,80678,____ |  observable | ries | 好吗 | 而是一种
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,5,3.998058319091797,2.458848476409912,-1.5392098426818848,3639,188543,88545,23620,80086,98094,24727,61303,102673,众所周知 | a | aut |  math | ao
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,6,3.0776968002319336,3.4433023929595947,0.36560559272766113,356,71235,30663,621,392,826,135762,147619,7504,而是在 | 而是一种 | ____ | <|im_end|> | 而是一个
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,6,3.0884103775024414,2.3535242080688477,-0.7348861694335938,2984,174439,128824,9533,79071,105085,15896,63887,90972,ats | 众所周知 | a | ### |  Your
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,7,3.04117488861084,4.428553104400635,1.387378215789795,463,112083,8162,735,430,1332,212842,134353,9318,而是一种 | 而是一个 | 而是在 | ayani | eru
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,7,2.4251866340637207,2.2743797302246094,-0.15080690383911133,15271,170606,105225,20627,139939,94980,35908,101321,55889,uw | acu | 填空 | ma | 众所周知
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,8,4.177950859069824,5.100142955780029,0.9221920967102051,293,91368,1907,74,637,128,238482,51329,9675,クチ | ____ | 而是在 | anko | یکی
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,8,1.4075467586517334,1.5099282264709473,0.10238146781921387,44080,100008,28696,26095,122108,179328,20573,117970,56078,ked | anf | a | uw | 为您解答
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,9,3.2381608486175537,4.642943382263184,1.4047825336456299,1106,157087,6234,634,1231,704,232625,75814,9415,یکی | 而是一个 | 事实上 | enders | uche
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,9,1.2816040515899658,0.9284553527832031,-0.3531486988067627,42781,142896,9809,16886,124743,106470,2279,123837,52505,a | 解答 | 众所周知 | am | ank
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,10,3.580909490585327,4.3518571853637695,0.7709476947784424,489,116623,20657,1303,5051,1953,213741,64496,27073,eksi | ik | 而是一个 | oo | itik
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,10,0.6964499950408936,0.528533935546875,-0.16791605949401855,56460,115024,25090,8345,87653,115686,6483,58020,29792,a | ### | 解答 | 众所周知 | Advertisement
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,11,2.6472551822662354,2.14927077293396,-0.4979844093322754,21620,80032,20199,1536,11049,1488,228894,129999,20016,enance | ertz | oo | itik | avit
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,11,0.5497151613235474,0.924208402633667,0.37449324131011963,36330,109152,21721,14761,104471,172459,8803,47599,33958,解答 | 众所周知 |  Answer | a | 判断
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,12,2.6906352043151855,2.8344006538391113,0.14376544952392578,12235,88665,48346,6159,5386,5755,195843,153028,5775,蒸蒸 | enance | fact | angg | igned
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,12,0.4595119059085846,1.0471692085266113,0.5876573026180267,55995,48098,26692,38766,97129,204455,75786,44404,4556,众所周知 | 解答 | 的方针 |  Editorial | 人会
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,13,4.282980918884277,4.76271915435791,0.4797382354736328,1415,45007,43831,8532,2366,1619,221433,141511,2559,anko | theless | erta |  claim | angg
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,13,0.6051361560821533,0.44412362575531006,-0.16101253032684326,87030,109841,13360,73581,118648,227040,112610,56743,3125,众所周知 | 准确性 | 度高 | ugia | 不准确
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,14,2.441925048828125,2.4282302856445312,-0.01369476318359375,3432,50747,74961,11428,1428,5575,164047,56061,11295,theless | emis | eksi | ichter | igned
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,14,0.33605608344078064,1.2071962356567383,0.8711401522159576,43778,95679,8700,47801,90724,164510,110422,41026,2599,众所周知 | 解答 | 为了解决 | 判断 |  Editorial
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,15,3.677250385284424,4.325660228729248,0.6484098434448242,4103,60306,31366,29982,11193,17971,237266,114032,13683,emis | theless | kti | kse | anko
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,15,0.6285029053688049,0.8829712867736816,0.2544683814048767,52287,134441,10657,24513,161339,193679,117858,91134,24511, Vill | 人会 | cede | abad | 弊
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,16,3.427013635635376,5.712029933929443,2.2850162982940674,877,27550,7072,19767,2197,4136,224863,89674,4893,anko | emis | 犯的 | theless | kti
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,16,0.44532835483551025,0.18799686431884766,-0.2573314905166626,98352,94724,7522,18740,209476,188389,183366,90669,41735,wort | 弊 | 人会 | ats | arno
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,17,2.6227200031280518,4.858007431030273,2.2352874279022217,2049,39163,8622,43972,1067,7360,195747,101591,10591,乏 | lemi | eksi | 纪实 | emis
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,17,1.3495259284973145,0.8582822680473328,-0.4912436604499817,58027,56045,13584,3702,207099,157984,219321,61626,46511,iaz | wort |  Vill | łam | ia
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,18,2.261730432510376,3.72809100151062,1.4663605690002441,1703,13615,24090,9092,287,2730,154556,18786,9696,eksi | emis | ichter | 乏 | acades
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,18,1.6470402479171753,2.5711917877197266,0.9241515398025513,23137,79648,3357,2395,155421,148379,235021,132186,19862,iaz | ood |  vaccinated | .objects | łam
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,19,3.3208842277526855,5.343253135681152,2.022368907928467,3925,25355,27578,17754,5738,4763,235816,61748,4779,ichter | aksana | eksi | <|box_end|> | acades
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,19,2.2683205604553223,4.046291828155518,1.7779712677001953,5399,12764,1571,8043,61367,134986,164727,67078,32286,ead | 뷰 | rug | cede | abad
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,20,3.505767822265625,5.041656970977783,1.5358891487121582,3215,9437,10461,15408,2747,5307,234770,56162,16498,ract | <|box_end|> | ichter | �� | aksana
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,20,2.876408576965332,3.8923842906951904,1.0159757137298584,6164,38525,2971,17271,79856,191313,132641,61791,38199,abad | ead | 阿拉伯 | antan | _Al
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,21,3.940464496612549,4.8733344078063965,0.9328699111938477,3686,9793,8140,14984,1901,3146,231802,21277,16785,<|box_end|> | ract | მი | 截至目前 | aksana
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,21,2.9874398708343506,3.893622875213623,0.9061830043792725,7396,109592,2999,29153,42268,218541,48609,111339,47360,abad | _Al |  limiting | antan | řej
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,22,3.691910743713379,3.677938461303711,-0.013972282409667969,2033,8715,8160,11843,337,1986,219020,41141,8477,kti | eksi | ract | achter | 截至目前
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,22,2.885366439819336,3.336632013320923,0.4512655735015869,11149,155695,1545,4979,40982,202954,19660,82141,114346,abad | 相关推荐 | enant |  desaf | ería
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,23,4.325661659240723,5.307534217834473,0.98187255859375,1610,34266,3883,28269,684,1833,213961,68091,4763,fact | haven | ract | 的说法 | 还说
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,23,2.8281707763671875,4.0713982582092285,1.243227481842041,6528,123484,2120,11972,138830,153030,63437,86580,78574,_except | ería | 否 | 必答 |  desaf
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,24,4.041341781616211,5.210136413574219,1.1687946319580078,3500,56157,4849,19934,1473,2987,216307,86794,1710,事实证明 | 的说法 | fact | []( | haven
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,answer,24,3.0284435749053955,4.3952765464782715,1.366832971572876,8157,81672,2469,6405,144418,167905,174506,134556,48067,smål | 截至目前 | antor | 的居民 | arus
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,statement_end,25,4.282163619995117,5.123597621917725,0.8414340019226074,2880,71558,4656,25371,2220,5051,187989,116823,5667,kipun | クチ | ifact | kti | lemi
